"","P21","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","op_name"
"9205","BIRD OPENING","TRUE",52,"MATE","BLACK","BLITZ","f4","d5","f4_Nf3_d4_Bd2_e3","d5_c5_c4_e6_Bd7",0.951564828614009,"NO_DEFENSE","BIRD OPENING"
"9206","QUEEN'S PAWN GAME","FALSE",47,"RESIGN","WHITE","STANDARD","d4","d5","d4_Nf3_e3_Be2_O-O","d5_e6_Nc6_Bd7_Nf6",1.03310238645112,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9207","FRENCH DEFENSE","FALSE",47,"RESIGN","BLACK","BLITZ","d4","e6","d4_e4_e5_c4_d5","e6_Ne7_Nbc6_g6_Nxe5",1.50110619469027,"DEFENSE","FRENCH DEFENSE"
"9208","QUEEN'S PAWN GAME","TRUE",11,"RESIGN","WHITE","BLITZ","d4","d5","d4_c3_Nf3_Nbd2_Ne5","d5_Nf6_Bg4_Ne4_Qd6",1.06513105639396,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9209","QUEEN'S PAWN GAME","FALSE",102,"MATE","BLACK","BLITZ","d4","d5","d4_Nf3_e3_Nh4_Bd3","d5_c6_Nf6_e6_Bd6",0.954511558538404,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9210","QUEEN'S PAWN GAME","TRUE",49,"RESIGN","WHITE","BLITZ","d4","d5","d4_Nf3_e3_b3_c4","d5_e6_Nc6_Bd6_Bb4+",1.21565059144677,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9211","MODERN DEFENSE","FALSE",27,"MATE","WHITE","STANDARD","d4","g6","d4_e4_d5_c4_Nc3","g6_Nc6_Na5_c6_e6",1.12268907563025,"DEFENSE","MODERN DEFENSE"
"9212","QUEEN'S PAWN GAME","FALSE",38,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_e3_b3_c4","d5_Nc6_f6_e5_exd4",1.06115965051628,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9213","MIESES OPENING","FALSE",10,"RESIGN","BLACK","BLITZ","d3","d5","d3_d4_dxe5_c3_a4","d5_e5_d4_c5_f5",0.706586826347305,"NO_DEFENSE","MIESES OPENING"
"9214","QUEEN'S PAWN GAME","FALSE",59,"RESIGN","WHITE","BLITZ","d4","d5","d4_Nf3_e3_Bb5+_Ne5","d5_e6_b6_Ke7_c6",1.41525423728814,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9215","QUEEN'S PAWN GAME","FALSE",54,"RESIGN","WHITE","BLITZ","Nf3","d5","Nf3_d4_h3_c3_Nbd2","d5_Nc6_e6_Nf6_Bd6",1.09778142974528,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9216","RAT DEFENSE","FALSE",51,"RESIGN","WHITE","BLITZ","c4","e5","c4_d4_dxe5_Qxd8+_e4","e5_d6_dxe5_Kxd8_Bb4+",1.04948939512962,"DEFENSE","RAT DEFENSE"
"9217","SCANDINAVIAN DEFENSE","FALSE",47,"MATE","WHITE","BLITZ","e4","d5","e4_exd5_Be2_Nc3_Bb5+","d5_Qxd5_e5_Qe6_c6",0.899700598802395,"DEFENSE","SCANDINAVIAN DEFENSE"
"9218","ENGLISH OPENING","FALSE",50,"RESIGN","WHITE","BLITZ","c4","Nc6","c4_Nc3_a3_e3_cxb5","Nc6_e5_a6_b5_axb5",1.10782865583456,"NO_DEFENSE","ENGLISH OPENING"
"9219","QUEEN'S PAWN GAME","FALSE",10,"RESIGN","BLACK","BLITZ","d4","d5","d4_b3_c4_bxc4_Bb2","d5_Nc6_dxc4_Qxd4_Qxb2",0.805952380952381,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9220","KING'S PAWN GAME","FALSE",97,"RESIGN","WHITE","BLITZ","e4","e5","e4_d4_dxe5_Qxd8+_g3","e5_d5_dxe4_Kxd8_Nc6",1.03692762186115,"NO_DEFENSE","KING'S PAWN GAME"
"9221","RUSSIAN GAME","FALSE",70,"MATE","BLACK","BLITZ","Nc3","e5","Nc3_e4_Nf3_Bc4_Ng5","e5_Nf6_Rg8_Be7_Rf8",1.14648602878916,"NO_DEFENSE","RUSSIAN GAME"
"9222","QUEEN'S PAWN GAME","FALSE",41,"MATE","WHITE","BLITZ","d4","d5","d4_Nf3_e3_c3_b4","d5_e6_h6_Bd6_Nf6",1.05042668735454,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9223","ZUKERTORT OPENING","TRUE",38,"MATE","BLACK","STANDARD","Nf3","c5","Nf3_d4_Nxd4_g4_b4","c5_cxd4_g6_a6_Bg7",0.696395846059866,"NO_DEFENSE","ZUKERTORT OPENING"
"9224","ZUKERTORT OPENING","TRUE",32,"OUTOFTIME","BLACK","BLITZ","Nf3","d6","Nf3_d3_Qd2_d4_Ng1","d6_h6_e5_e4_Be7",0.761014686248331,"NO_DEFENSE","ZUKERTORT OPENING"
"9225","NIMZOWITSCH DEFENSE","TRUE",24,"OUTOFTIME","BLACK","STANDARD","e4","Nc6","e4_Nc3_Nf3_gxf3_Nd5","Nc6_Nd4_Nxf3+_Nf6_Nxd5",1.32368896925859,"DEFENSE","NIMZOWITSCH DEFENSE"
"9226","HUNGARIAN OPENING","TRUE",12,"RESIGN","BLACK","STANDARD","g3","e5","g3_Bg2_e3_f4_gxf4","e5_Nf6_d6_exf4_d5",0.986351228389445,"NO_DEFENSE","HUNGARIAN OPENING"
"9227","SICILIAN DEFENSE","TRUE",32,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_c3_d4_cxd4","c5_Nc6_Nb8_cxd4_d6",1.24497257769653,"DEFENSE","SICILIAN DEFENSE"
"9228","WARE OPENING","TRUE",6,"OUTOFTIME","BLACK","STANDARD","a4","Nf6","a4_e4_e5__","Nf6_d6_dxe5__",0.744925575101488,"NO_DEFENSE","OTHER"
"9229","SARAGOSSA OPENING","TRUE",25,"RESIGN","WHITE","BLITZ","c3","e5","c3_d3_dxe4_c4_cxd5","e5_e4_d6_d5_Qxd5",0.845849802371542,"NO_DEFENSE","OTHER"
"9230","ELEPHANT GAMBIT","TRUE",29,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_d3_Nxe5_Qh5","e5_d5_dxe4_c6_Ke7",1.15215398716774,"NO_DEFENSE","ELEPHANT GAMBIT"
"9231","ZUKERTORT OPENING","TRUE",29,"RESIGN","WHITE","BLITZ","e4","d5","e4_Nf3_Bc4_e5_Bb3","d5_d4_Qd6_Qb4_Qb6",1.32327586206897,"NO_DEFENSE","ZUKERTORT OPENING"
"9232","KADAS OPENING","TRUE",12,"MATE","BLACK","BLITZ","h4","e5","h4_g3_f3_Rh2_h5","e5_Bc5_Qf6_Qg6_Qxg3+",0.852517985611511,"NO_DEFENSE","OTHER"
"9233","VAN'T KRUIJS OPENING","TRUE",9,"RESIGN","WHITE","BLITZ","e3","e5","e3_f4_fxe5_e6_g4","e5_c6_Na6_dxe6_",0.851937984496124,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"9234","GROB OPENING","TRUE",14,"RESIGN","BLACK","BLITZ","g4","d5","g4_e3_g5_f4_e4","d5_g6_e5_Nc6_dxe4",0.753539253539254,"NO_DEFENSE","OTHER"
"9235","HUNGARIAN OPENING","TRUE",16,"MATE","BLACK","BLITZ","g3","e6","g3_g4_g5_Nf3_Ng1","e6_d5_Qxg5_Qf6_Bc5",0.797737857618097,"NO_DEFENSE","HUNGARIAN OPENING"
"9236","WARE OPENING","TRUE",2,"OUTOFTIME","BLACK","BLITZ","a4","e5","a4____","e5____",0.935606060606061,"NO_DEFENSE","OTHER"
"9237","GOLDSMITH DEFENSE","TRUE",13,"RESIGN","WHITE","BLITZ","e4","h5","e4_Nf3_Nc3_d4_Qxd4","h5_g6_Nc6_Nxd4_c6",0.694,"DEFENSE","OTHER"
"9238","SICILIAN DEFENSE","FALSE",3,"RESIGN","BLACK","STANDARD","e4","c5","e4_Nf3___","c5____",0.711276332094176,"DEFENSE","SICILIAN DEFENSE"
"9239","PIRC DEFENSE","TRUE",25,"RESIGN","BLACK","STANDARD","d4","d6","d4_e4_Nc3_Be3_d5","d6_Nf6_Nbd7_e5_Be7",0.639755011135857,"DEFENSE","PIRC DEFENSE"
"9240","LATVIAN GAMBIT ACCEPTED","FALSE",28,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_exf5_d3_Be2","e5_f5_Bc5_Nf6_O-O",1.45256744995648,"NO_DEFENSE","OTHER"
"9241","POLISH OPENING","FALSE",55,"MATE","WHITE","STANDARD","b4","d5","b4_Bb2_Nf3_g3_a3","d5_Bf5_e6_h6_a6",0.688436189334931,"DEFENSE","POLISH OPENING"
"9242","BLACKMAR-DIEMER GAMBIT","TRUE",25,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_Nc3_e4_f3_Qxf3","Nf6_d5_dxe4_exf3_Nc6",0.729404309252218,"NO_DEFENSE","OTHER"
"9243","VIENNA GAME","TRUE",102,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_Nc3_Bc4_Qg4_Qg3","e5_Nc6_Bc5_Qf6_Nd4",1.22,"DEFENSE","VIENNA GAME"
"9244","ENGLISH OPENING","TRUE",22,"RESIGN","BLACK","STANDARD","c4","e5","c4_e4_Qb3_Bd3_Nf3","e5_Bb4_c5_a5_a4",0.801324503311258,"NO_DEFENSE","ENGLISH OPENING"
"9245","PORTUGUESE OPENING","TRUE",92,"RESIGN","BLACK","STANDARD","e4","e5","e4_Bb5_Bd3_f3_a4","e5_c6_d5_Na6_Nb4",0.823783117683302,"NO_DEFENSE","OTHER"
"9246","CRAB OPENING","TRUE",44,"MATE","BLACK","STANDARD","a4","e5","a4_h4_e3_hxg5_Qxd2","e5_Bb4_Qg5_Bxd2+_d5",0.970873786407767,"NO_DEFENSE","OTHER"
"9247","ENGLISH OPENING","TRUE",102,"MATE","BLACK","STANDARD","c4","e5","c4_c5_Qa4_h4_Qc2","e5_Qg5_b5_Qh6_g6",1.04895104895105,"NO_DEFENSE","ENGLISH OPENING"
"9248","QUEEN'S GAMBIT DECLINED","TRUE",69,"RESIGN","WHITE","BLITZ","c4","e6","c4_d4_Nc3_Nf3_Qa4+","e6_d5_Nf6_Bb4_Nc6",1.49,"DEFENSE","QUEEN'S GAMBIT DECLINED"
"9249","MODERN DEFENSE","TRUE",54,"RESIGN","BLACK","BLITZ","e4","g6","e4_d4_f4_Nf3_c3","g6_d6_Bg7_Bg4_Nd7",0.908355795148248,"DEFENSE","MODERN DEFENSE"
"9250","SCOTCH GAME","TRUE",32,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Be3","e5_Nc6_exd4_Bc5_Qf6",1.09216362740266,"NO_DEFENSE","SCOTCH GAME"
"9251","SICILIAN DEFENSE","TRUE",31,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_Nc3_Bb5_O-O","c5_e6_Nc6_Nd4_Nxb5",1.15585774058577,"DEFENSE","SICILIAN DEFENSE"
"9252","FRENCH DEFENSE","TRUE",47,"RESIGN","WHITE","BLITZ","e4","e6","e4_d4_Nf3_e5_Nc3","e6_c6_d5_c5_cxd4",1.1206106870229,"DEFENSE","FRENCH DEFENSE"
"9253","CARO-KANN DEFENSE","FALSE",14,"MATE","BLACK","BLITZ","c4","c6","c4_e4_c5_Bc4_a3","c6_d5_dxe4_e6_Bxc5",0.826694619147449,"DEFENSE","CARO-KANN DEFENSE"
"9254","QUEEN'S PAWN","TRUE",51,"MATE","WHITE","STANDARD","d4","a5","d4_e4_e5_Nf3_Bf4","a5_Ra6_Re6_d6_dxe5",1.002,"NO_DEFENSE","QUEEN'S PAWN"
"9255","RAT DEFENSE","TRUE",44,"RESIGN","BLACK","STANDARD","e4","e6","e4_d4_c4_Nc3_Nf3","e6_d6_Nf6_Be7_O-O",0.807167235494881,"DEFENSE","RAT DEFENSE"
"9256","NIMZOWITSCH DEFENSE","TRUE",61,"RESIGN","WHITE","BLITZ","e4","e6","e4_Nf3_Bb5_Bxc6_O-O","e6_Nc6_a6_bxc6_Qf6",0.685333333333333,"DEFENSE","NIMZOWITSCH DEFENSE"
"9257","FOUR KNIGHTS GAME","TRUE",56,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_Nf3_Nc3_d4_Bg5","e5_Nc6_Nf6_Bb4_exd4",0.715305667112896,"NO_DEFENSE","FOUR KNIGHTS GAME"
"9258","ENGLISH OPENING","TRUE",53,"OUTOFTIME","WHITE","BLITZ","Nf3","d5","Nf3_c4_g3_cxd5_d4","d5_e6_c5_exd5_c4",1.28473019517796,"DEFENSE","ENGLISH OPENING"
"9259","ENGLISH OPENING","TRUE",96,"RESIGN","BLACK","BLITZ","c4","e5","c4_d3_g3_Bg2_Bxc6+","e5_Nc6_d5_dxc4_bxc6",0.721054984354046,"NO_DEFENSE","ENGLISH OPENING"
"9260","ENGLISH OPENING","TRUE",63,"RESIGN","WHITE","BULLET","c4","a6","c4_Nf3_e3_d4_Bd2","a6_c6_b5_Qa5+_b4",1.35290556900726,"NO_DEFENSE","ENGLISH OPENING"
"9261","SICILIAN DEFENSE","TRUE",134,"MATE","BLACK","BLITZ","e4","c5","e4_Nc3_Nf3_g3_Bc4","c5_a6_d6_e5_Be7",1.05945692883895,"DEFENSE","SICILIAN DEFENSE"
"9262","FOUR KNIGHTS GAME","TRUE",46,"RESIGN","BLACK","BLITZ","e4","Nf6","e4_Nc3_Nf3_Bc4_Bxf7+","Nf6_e5_Nc6_Nxe4_Kxf7",0.79646017699115,"NO_DEFENSE","FOUR KNIGHTS GAME"
"9263","VAN'T KRUIJS OPENING","TRUE",80,"MATE","BLACK","BLITZ","e3","c5","e3_Nf3_d4_b3_exd4","c5_d5_Nf6_cxd4_Nc6",0.769605671245016,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"9264","GRUENFELD DEFENSE","TRUE",72,"MATE","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_b3","Nf6_g6_d5_Bg7_c5",0.922014260249554,"DEFENSE","GRUENFELD DEFENSE"
"9265","SICILIAN DEFENSE","TRUE",65,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_d6_e6",1.07318247472316,"DEFENSE","SICILIAN DEFENSE"
"9266","GROB OPENING","FALSE",28,"MATE","BLACK","STANDARD","g4","d5","g4_b4_h3_Nc3_Bg2","d5_Bxg4_Bh5_Nf6_e6",0.882352941176471,"NO_DEFENSE","OTHER"
"9267","BISHOP'S OPENING","TRUE",53,"MATE","WHITE","STANDARD","e4","e5","e4_Bc4_d3_Bg5_Bh4","e5_Nf6_Nc6_h6_d6",1.13311036789298,"DEFENSE","BISHOP'S OPENING"
"9268","QUEEN'S GAMBIT DECLINED","TRUE",23,"RESIGN","BLACK","STANDARD","d4","d5","d4_c4_a3_Nf3_Bf4","d5_e6_h6_Nc6_Bd6",0.833136094674556,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"9269","VAN'T KRUIJS OPENING","TRUE",69,"MATE","WHITE","STANDARD","e3","e5","e3_b3_Nc3_Na4_Bxb5+","e5_d5_d4_b5_Bd7",0.995887191539365,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"9270","CARO-KANN DEFENSE","TRUE",53,"MATE","WHITE","STANDARD","e4","d5","e4_exd5_d4_Nc3_Bd3","d5_c6_cxd5_Nf6_e6",1.18515950069348,"DEFENSE","CARO-KANN DEFENSE"
"9271","SCOTCH GAME","TRUE",31,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_f6",0.972706155632985,"NO_DEFENSE","SCOTCH GAME"
"9272","SCOTCH GAME","TRUE",53,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_d6",0.991233196960842,"NO_DEFENSE","SCOTCH GAME"
"9273","BISHOP'S OPENING","TRUE",49,"MATE","WHITE","STANDARD","e4","e5","e4_Bc4_d3_Bb3_Qh5","e5_c6_d5_dxe4_Qe7",1.21581196581197,"NO_DEFENSE","BISHOP'S OPENING"
"9274","ITALIAN GAME","TRUE",71,"OUTOFTIME","WHITE","STANDARD","e4","e5","e4_Bc4_d3_Nf3_Ng5","e5_Nc6_Nf6_Bc5_O-O",1.02228915662651,"NO_DEFENSE","ITALIAN GAME"
"9275","SCOTCH GAME","TRUE",77,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_d4_Nxd4_Nb5","e5_Nc6_exd4_Qf6_Bb4+",0.906012842965558,"NO_DEFENSE","SCOTCH GAME"
"9276","SICILIAN DEFENSE","TRUE",29,"MATE","WHITE","STANDARD","e4","c5","e4_Bc4_Nf3_a3_Ba2","c5_a6_e6_b5_Nc6",1.01429422275164,"DEFENSE","SICILIAN DEFENSE"
"9277","CENTER GAME","TRUE",26,"MATE","BLACK","STANDARD","e4","e5","e4_d4_Qxd4_Qd1_Nc3","e5_exd4_Nc6_a6_Bc5",0.978735971647962,"NO_DEFENSE","CENTER GAME"
"9278","SICILIAN DEFENSE","TRUE",53,"RESIGN","WHITE","STANDARD","e4","c5","e4_Bc4_Nf3_a3_d3","c5_Nc6_h6_e5_d6",1.06713109563015,"DEFENSE","SICILIAN DEFENSE"
"9279","BISHOP'S OPENING","TRUE",26,"RESIGN","BLACK","STANDARD","e4","e5","e4_Bc4_d3_h3_Nf3","e5_Nf6_Bc5_d6_h6",0.987762237762238,"DEFENSE","BISHOP'S OPENING"
"9280","BISHOP'S OPENING","TRUE",112,"RESIGN","BLACK","STANDARD","e4","e5","e4_Bc4_Qh5_Nf3_Ng5","e5_Bc5_Qf6_d6_Qxf2+",0.910554561717352,"NO_DEFENSE","BISHOP'S OPENING"
"9281","BISHOP'S OPENING","TRUE",101,"MATE","WHITE","STANDARD","e4","e5","e4_Bc4_Nf3_a3_d3","e5_a6_f6_Nc6_Bc5",1.09724047306176,"NO_DEFENSE","BISHOP'S OPENING"
"9282","SICILIAN DEFENSE","TRUE",101,"DRAW","DRAW","STANDARD","e4","c5","e4_Bc4_Nf3_Na3_Nxc4","c5_Nc6_Na5_Nxc4_d5",0.988717339667458,"DEFENSE","SICILIAN DEFENSE"
"9283","BISHOP'S OPENING","TRUE",44,"RESIGN","WHITE","STANDARD","e4","e5","e4_Bc4_d3_Be3_fxe3","e5_Qf6_Bc5_Bxe3_Nh6",1.04828462515883,"NO_DEFENSE","BISHOP'S OPENING"
"9284","RUY LOPEZ","TRUE",56,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_Bb5_c3_d3","e5_Nc6_Bc5_Nf6_h6",1.00301023479831,"NO_DEFENSE","RUY LOPEZ"
"9285","QUEEN'S GAMBIT","TRUE",31,"MATE","WHITE","STANDARD","d4","d5","d4_c4_cxd5_Nc3_Qc2","d5_Be6_Bxd5_Nf6_c6",1.06167664670659,"NO_DEFENSE","OTHER"
"9286","ITALIAN GAME","TRUE",34,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_O-O_Kh1","e5_Nc6_h6_Bc5_d6",1.0181050090525,"DEFENSE","ITALIAN GAME"
"9287","ITALIAN GAME","TRUE",116,"RESIGN","BLACK","STANDARD","e4","e5","e4_Bc4_d3_Nf3_Be3","e5_Nc6_Bc5_h6_Bxe3",1.13746630727763,"NO_DEFENSE","ITALIAN GAME"
"9288","ITALIAN GAME","TRUE",47,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_b4_c3","e5_Nc6_Bc5_Bb6_Nf6",0.972570065593321,"NO_DEFENSE","ITALIAN GAME"
"9289","BISHOP'S OPENING","TRUE",35,"RESIGN","WHITE","STANDARD","e4","e5","e4_Bc4_h3_Nf3_a3","e5_d6_h6_a6_Be7",1.08300907911803,"NO_DEFENSE","BISHOP'S OPENING"
"9290","QUEEN'S GAMBIT REFUSED","TRUE",73,"RESIGN","WHITE","STANDARD","d4","d5","d4_c4_c5_Nf3_Bf4","d5_Nf6_Nc6_h6_Bf5",0.890337877889745,"DEFENSE","QUEEN'S GAMBIT REFUSED"
"9291","SCANDINAVIAN DEFENSE","TRUE",28,"MATE","BLACK","STANDARD","e4","d5","e4_e5_h3_d3_g4","d5_c5_Bf5_e6_Bg6",1.15114709851552,"DEFENSE","SCANDINAVIAN DEFENSE"
"9292","SCANDINAVIAN DEFENSE","TRUE",54,"DRAW","DRAW","BLITZ","e4","d5","e4_exd5_Nc3_Be2_Nf3","d5_Qxd5_Qe5+_Nc6_Qd6",1.28821879382889,"DEFENSE","SCANDINAVIAN DEFENSE"
"9293","QUEEN'S PAWN GAME","TRUE",2,"RESIGN","BLACK","STANDARD","d4","d5","d4____","d5____",0.601546029515109,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9294","KING'S PAWN GAME","TRUE",3,"RESIGN","WHITE","STANDARD","e4","e5","e4_f3___","e5____",1.65308498253783,"NO_DEFENSE","KING'S PAWN GAME"
"9295","KING'S PAWN GAME","FALSE",34,"MATE","BLACK","STANDARD","e4","e5","e4_g4_Nf3_Nxe5_h4","e5_d5_dxe4_Qg5_Qxe5",0.85390796201607,"NO_DEFENSE","KING'S PAWN GAME"
"9296","RUSSIAN GAME","TRUE",9,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Nxe5_Qf3_Qxf7#","e5_Nf6_Nxe4_d6_",1.16569037656904,"NO_DEFENSE","RUSSIAN GAME"
"9297","KING'S PAWN GAME","TRUE",43,"DRAW","DRAW","STANDARD","e4","e5","e4_h4_g4_g5_d4","e5_f6_c6_d5_exd4",0.862193362193362,"NO_DEFENSE","KING'S PAWN GAME"
"9298","ALEKHINE DEFENSE","FALSE",76,"RESIGN","BLACK","BLITZ","e4","Nf6","e4_e5_c4_g3_f4","Nf6_Nd5_Nf4_Ne6_d6",0.958299919807538,"DEFENSE","ALEKHINE DEFENSE"
"9299","PHILIDOR DEFENSE","TRUE",40,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bb5+_Ba4_Bb3","e5_d6_c6_b5_a5",1.28907721280603,"DEFENSE","PHILIDOR DEFENSE"
"9300","ELEPHANT GAMBIT","TRUE",55,"DRAW","DRAW","STANDARD","e4","e5","e4_Nf3_Nxe5_d4_Bb5+","e5_d5_dxe4_f6_c6",1.15577439570278,"NO_DEFENSE","ELEPHANT GAMBIT"
"9301","CENTER GAME","FALSE",44,"OUTOFTIME","BLACK","STANDARD","e4","e5","e4_d4_Nf3_exd5_Bb5+","e5_f6_d5_e4_c6",1.0313339301701,"NO_DEFENSE","CENTER GAME"
"9302","MODERN DEFENSE","TRUE",108,"RESIGN","BLACK","BLITZ","e4","g6","e4_b3_Nf3_Bb2_Bc4","g6_e5_Bg7_Nc6_d6",0.768861454046639,"DEFENSE","MODERN DEFENSE"
"9303","KING'S PAWN GAME","TRUE",56,"MATE","BLACK","BLITZ","e4","e5","e4_Qf3_c3_Bc4_Ne2","e5_Nf6_Nc6_Be7_O-O",1.12696148359486,"NO_DEFENSE","KING'S PAWN GAME"
"9304","ENGLISH OPENING","FALSE",7,"RESIGN","WHITE","BLITZ","e4","e5","e4_c4_Nf3_Be2_","e5_Qh4_Qxe4+__",1.16382252559727,"NO_DEFENSE","ENGLISH OPENING"
"9305","PIRC DEFENSE","TRUE",51,"MATE","WHITE","STANDARD","e4","d6","e4_c4_d4_d5_Bd2","d6_Na6_e6_e5_Bd7",0.974802015838733,"DEFENSE","PIRC DEFENSE"
"9306","ENGLISH OPENING","TRUE",56,"RESIGN","BLACK","BLITZ","e4","e5","e4_c4_d3_Nf3_Nc3","e5_Nc6_Bc5_d6_Nd4",0.997867803837953,"NO_DEFENSE","ENGLISH OPENING"
"9307","SLAV DEFENSE","TRUE",103,"MATE","WHITE","BLITZ","d4","d5","d4_c4_e3_Qc2_Nf3","d5_c6_Nf6_e6_Bb4+",1.16888577435179,"DEFENSE","SLAV DEFENSE"
"9308","ST. GEORGE DEFENSE","TRUE",59,"MATE","WHITE","BLITZ","e4","a6","e4_c4_d3_Nf3_Bf4","a6_e6_c6_h6_g5",0.900943396226415,"DEFENSE","OTHER"
"9309","ENGLISH OPENING","TRUE",30,"RESIGN","BLACK","BLITZ","e4","e5","e4_c4_d3_Nc3_Nf3","e5_c5_Nc6_a6_f6",1.11806656101426,"NO_DEFENSE","ENGLISH OPENING"
"9310","ENGLISH OPENING","TRUE",69,"RESIGN","WHITE","BLITZ","e4","e5","e4_c4_d3_Nf3_h3","e5_d6_b6_Nf6_Be7",0.838842975206612,"NO_DEFENSE","ENGLISH OPENING"
"9311","DUTCH DEFENSE","TRUE",61,"RESIGN","WHITE","BLITZ","d4","f5","d4_c4_Nc3_g3_dxe5","f5_Nf6_d6_e5_dxe5",1.59377559377559,"DEFENSE","DUTCH DEFENSE"
"9312","PHILIDOR DEFENSE","TRUE",37,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Bc4_d3_Ng5","e5_d6_Nf6_Nc6_Rg8",0.782640408460977,"DEFENSE","PHILIDOR DEFENSE"
"9313","ENGLISH OPENING","TRUE",27,"RESIGN","WHITE","BLITZ","e4","e5","e4_c4_Nf3_d3_Be2","e5_Bc5_d6_Bg4_Nc6",0.83598615916955,"NO_DEFENSE","ENGLISH OPENING"
"9314","PHILIDOR DEFENSE","TRUE",61,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_g3_Bg2_d3","e5_d6_c5_Nf6_Be7",1.12246489859594,"DEFENSE","PHILIDOR DEFENSE"
"9315","FRENCH DEFENSE","TRUE",41,"RESIGN","BLACK","STANDARD","e4","e6","e4_d4_e5_Bd2_Bd3","e6_d5_a6_h6_c5",1.05485232067511,"DEFENSE","FRENCH DEFENSE"
"9316","SICILIAN DEFENSE","FALSE",119,"MATE","WHITE","BLITZ","e4","c5","e4_a3_Nc3_Bc4_d3","c5_e5_Bd6_Nc6_Nf6",0.955,"DEFENSE","SICILIAN DEFENSE"
"9317","QUEEN'S GAMBIT ACCEPTED","TRUE",31,"RESIGN","WHITE","STANDARD","d4","d5","d4_c4_Nf3_e3_Bxc4","d5_e6_Nf6_dxc4_c5",1.09691629955947,"DEFENSE","QUEEN'S GAMBIT ACCEPTED"
"9318","SICILIAN DEFENSE","TRUE",60,"MATE","BLACK","BLITZ","e4","c5","e4_Nc3_Nf3_Bc4_Be2","c5_e6_a6_b5_Bb7",0.899447513812155,"DEFENSE","SICILIAN DEFENSE"
"9319","FRENCH DEFENSE","FALSE",89,"RESIGN","WHITE","BLITZ","e4","e6","e4_d4_Nd2_exd5_Ngf3","e6_d5_c5_exd5_Nc6",1.16132596685083,"DEFENSE","FRENCH DEFENSE"
"9320","QUEEN'S PAWN GAME","FALSE",66,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bg5_Nbd2_Bh4","d5_Nf6_e6_h6_c5",0.861084681255947,"NO_DEFENSE","QUEEN'S PAWN GAME"
"9321","HORWITZ DEFENSE","TRUE",64,"RESIGN","BLACK","BLITZ","d4","e6","d4_Bf4_e3_h3_Be5","e6_Nf6_d5_Bd6_O-O",0.851523545706371,"DEFENSE","HORWITZ DEFENSE"
"9322","SICILIAN DEFENSE","TRUE",78,"MATE","BLACK","BLITZ","e4","c5","e4_c3_d4_cxd4_exd5","c5_e6_cxd4_d5_exd5",1.01581027667984,"DEFENSE","SICILIAN DEFENSE"
"9323","FRENCH DEFENSE","TRUE",35,"RESIGN","WHITE","BLITZ","d4","e6","d4_e4_e5_c3_Nf3","e6_d5_c5_Nc6_Qb6",1.03593486805166,"DEFENSE","FRENCH DEFENSE"
