X,P21,rated,turns,victory_status,winner,pace_type,W1,B1,W_First5,B_First5,Rating_WB,opening_strategy,op_name,rating_bins,ID_unit,Prob,Stratum
9356,BARNES DEFENSE,TRUE,15,OUTOFTIME,WHITE,BLITZ,e4,f6,e4_Nf3_Nh4_f4_Qh5+,f6_e6_Qe7_Qb4_Ke7,1.099930604,DEFENSE,OTHER,Equal,8957,0.75,1
9357,BARNES DEFENSE,TRUE,3,OUTOFTIME,WHITE,BLITZ,e4,f6,e4_Bc4___,f6____,1.228,DEFENSE,OTHER,Equal,8958,0.75,1
9358,MIESES OPENING,TRUE,28,OUTOFTIME,BLACK,STANDARD,d3,e5,d3_c3_b3_a3_a4,e5_Be7_c5_Nf6_O-O,1.237623762,NO_DEFENSE,MIESES OPENING,Equal,8959,0.75,1
9360,SICILIAN DEFENSE,FALSE,122,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_Nc6_cxd4_Nf6_d6,1.055263158,DEFENSE,SICILIAN DEFENSE,Equal,8961,0.75,1
9361,SCANDINAVIAN DEFENSE,TRUE,66,OUTOFTIME,BLACK,STANDARD,e4,d5,e4_exd5_d4_dxe6_Nf3,d5_Nf6_e6_Bxe6_Nbd7,0.905627198,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8962,0.75,1
9362,SICILIAN DEFENSE,TRUE,91,OUTOFTIME,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_Bd7,0.872494432,DEFENSE,SICILIAN DEFENSE,Equal,8963,0.75,1
9363,SICILIAN DEFENSE,TRUE,37,RESIGN,BLACK,BLITZ,e4,c5,e4_b4_a3_e5_f4,c5_cxb4_d5_Qa5_g6,1.093452714,DEFENSE,SICILIAN DEFENSE,Equal,8964,0.75,1
9364,QUEEN'S GAMBIT REFUSED,TRUE,55,RESIGN,WHITE,BLITZ,d4,Nf6,d4_c4_cxd5_e4_Nc3,Nf6_d5_Nxd5_Nf6_c6,1.076093469,DEFENSE,QUEEN'S GAMBIT REFUSED,Equal,8965,0.75,1
9365,HORWITZ DEFENSE,TRUE,53,MATE,WHITE,BLITZ,d4,e6,d4_c4_d5_e4_e5,e6_c5_Qb6_Nf6_Ng8,1.049704142,DEFENSE,HORWITZ DEFENSE,Equal,8966,0.75,1
9366,RUY LOPEZ,TRUE,75,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_O-O_Bxc6,e5_Nc6_Nge7_a6_Nxc6,1.00287687,DEFENSE,RUY LOPEZ,Equal,8967,0.75,1
9368,NIMZO-LARSEN ATTACK,TRUE,65,MATE,WHITE,BLITZ,b3,e5,b3_Bb2_e3_Bb5_Bxc6,e5_Nc6_Nf6_a6_dxc6,1.067110036,NO_DEFENSE,NIMZO-LARSEN ATTACK,Equal,8969,0.75,1
9369,QUEEN'S PAWN GAME,TRUE,2,OUTOFTIME,BLACK,STANDARD,d4,d5,d4____,d5____,1.041926346,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8970,0.75,1
9370,SICILIAN DEFENSE,TRUE,39,OUTOFTIME,WHITE,BLITZ,e4,c5,e4_d4_Qxd4_Qd1_Nf3,c5_cxd4_Nc6_d6_a6,0.956891662,DEFENSE,SICILIAN DEFENSE,Equal,8971,0.75,1
9371,VAN'T KRUIJS OPENING,TRUE,87,MATE,WHITE,BLITZ,e3,e5,e3_Qh5_Nc3_Qf3_d3,e5_Qe7_Nf6_d6_Bg4,0.920745921,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,8972,0.75,1
9372,NIMZOWITSCH-LARSEN ATTACK,TRUE,66,OUTOFTIME,BLACK,BLITZ,Nf3,d5,Nf3_b3_e3_Nc3_Bb2,d5_Nd7_e5_c6_e4,0.816776007,NO_DEFENSE,OTHER,Equal,8973,0.75,1
9374,QUEEN'S GAMBIT DECLINED,FALSE,109,RESIGN,WHITE,STANDARD,d4,d5,d4_Nf3_c4_Nc3_Bg5,d5_Nf6_e6_Be7_O-O,0.836586726,DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,8975,0.75,1
9375,QUEEN'S GAMBIT DECLINED,FALSE,53,RESIGN,WHITE,BLITZ,d4,d5,d4_c4_Nf3_g3_cxd5,d5_e6_Nf6_c5_exd5,1.024571429,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,8976,0.75,1
9376,QUEEN'S GAMBIT DECLINED,FALSE,42,RESIGN,BLACK,BLITZ,d4,d5,d4_c4_Nf3_Nc3_Bg5,d5_e6_Be7_Nf6_O-O,0.976017847,DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,8977,0.75,1
9379,FRENCH DEFENSE,TRUE,149,OUTOFTIME,WHITE,BLITZ,e4,e6,e4_d4_Nd2_e5_f4,e6_d5_Nf6_Nfd7_c5,1.107588358,DEFENSE,FRENCH DEFENSE,Equal,8980,0.75,1
9381,SCANDINAVIAN DEFENSE,TRUE,20,RESIGN,WHITE,STANDARD,e4,d5,e4_Bb5+_Bd3_Nf3_h3,d5_c6_e5_Qd6_d4,1.148514851,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8982,0.75,1
9382,HORWITZ DEFENSE,TRUE,54,MATE,BLACK,BLITZ,d4,e6,d4_Nc3_a3_b4_Bf4,e6_d5_Nc6_Nf6_Ne4,1.04379562,DEFENSE,HORWITZ DEFENSE,Equal,8983,0.75,1
9384,SARAGOSSA OPENING,TRUE,71,MATE,WHITE,STANDARD,c3,e5,c3_Nf3_e4_Be2_Bxf3,e5_d6_Bg4_Bxf3_Nc6,0.96489649,NO_DEFENSE,OTHER,Equal,8985,0.75,1
9386,SCANDINAVIAN DEFENSE,TRUE,52,RESIGN,BLACK,BLITZ,e4,d5,e4_exd5_b3_Bb5+_c4,d5_Qxd5_Qd8_Bd7_e5,0.934602649,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8987,0.75,1
9388,ITALIAN GAME,FALSE,11,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_Ng5_Qf3,e5_Nc6_Nd4_Qxg5_Nxf3+,0.821350763,NO_DEFENSE,ITALIAN GAME,Equal,8989,0.75,1
9389,KING'S PAWN OPENING,TRUE,30,MATE,BLACK,STANDARD,e4,e5,e4_b3_Bc4_Nf3_O-O,e5_Qf6_Bc5_Nh6_Ng4,0.922275641,NO_DEFENSE,OTHER,Equal,8990,0.75,1
9391,PHILIDOR DEFENSE,TRUE,11,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_h3_Qxf3,e5_d6_Bg4_Bxf3_c6,1.075278015,DEFENSE,PHILIDOR DEFENSE,Equal,8992,0.75,1
9392,QUEEN'S PAWN,TRUE,69,MATE,WHITE,STANDARD,d4,d6,d4_Nc3_Nf3_e4_h3,d6_g6_Bf5_Bg4_Bxf3,1.028764805,NO_DEFENSE,QUEEN'S PAWN,Equal,8993,0.75,1
9395,ENGLUND GAMBIT,TRUE,33,MATE,WHITE,BLITZ,d4,e5,d4_c3_Nd2_dxe5_Nxe4,e5_Nf6_Be7_Ne4_d6,0.971682848,NO_DEFENSE,OTHER,Equal,8996,0.75,1
9396,FRENCH DEFENSE,TRUE,17,MATE,WHITE,BLITZ,e4,e6,e4_Bc4_Qh5_Bb3_f4,e6_c6_d5_d4_Nf6,0.941267388,DEFENSE,FRENCH DEFENSE,Equal,8997,0.75,1
9397,FRENCH DEFENSE,TRUE,87,RESIGN,WHITE,STANDARD,e4,e6,e4_a3_Nf3_d4_e5,e6_Bd6_Kf8_c5_Be7,1.248550124,DEFENSE,FRENCH DEFENSE,Equal,8998,0.75,1
9403,QUEEN'S PAWN GAME,FALSE,46,RESIGN,WHITE,BLITZ,d4,d5,d4_h3_Nf3_Bf4_e3,d5_h6_Nf6_Bf5_e6,1.079913607,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,9004,0.75,1
9404,SCANDINAVIAN DEFENSE,TRUE,36,MATE,BLACK,BLITZ,e4,d5,e4_e5_d4_Be2_Qxe2,d5_Nh6_Bg4_Bxe2_e6,1.107438017,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9005,0.75,1
9405,RETI OPENING,TRUE,83,OUTOFTIME,WHITE,BLITZ,Nf3,d5,Nf3_h3_a3_Nc3_Ng1,d5_Nc6_e5_e4_Bf5,0.880617036,NO_DEFENSE,RETI OPENING,Equal,9006,0.75,1
9407,SCANDINAVIAN DEFENSE,TRUE,86,MATE,BLACK,BLITZ,e4,d5,e4_e5_Qf3_d3_Na3,d5_e6_c6_d4_Na6,0.942616679,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9008,0.75,1
9410,SCANDINAVIAN DEFENSE,TRUE,45,RESIGN,WHITE,STANDARD,e4,d5,e4_exd5_d4_Be2_Bf3,d5_Qxd5_Qe4+_Qxg2_Qg6,1.046423135,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9011,0.75,1
9413,SCANDINAVIAN DEFENSE,TRUE,29,OUTOFTIME,WHITE,BLITZ,e4,d5,e4_exd5_Nc3_Be2_Nf3,d5_Qxd5_Qe5+_Nc6_Qe6,1.066165414,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9014,0.75,1
9414,RETI OPENING,TRUE,47,MATE,WHITE,BLITZ,Nf3,d5,Nf3_h3_Nc3_e3_Bb5,d5_Nf6_Nc6_e5_Bd6,0.914863922,NO_DEFENSE,RETI OPENING,Equal,9015,0.75,1
9415,SCANDINAVIAN DEFENSE,TRUE,33,RESIGN,WHITE,BLITZ,e4,d5,e4_e5_d4_c3_h3,d5_Bf5_Nc6_Nh6_e6,1.141015921,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9016,0.75,1
9416,SCANDINAVIAN DEFENSE,TRUE,62,MATE,BLACK,BLITZ,e4,d5,e4_Qf3_Bd3_Qe3_f3,d5_Nf6_Bg4_e6_Bh5,0.996165644,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9017,0.75,1
9417,ZUKERTORT OPENING,TRUE,25,RESIGN,BLACK,BLITZ,Nf3,g6,Nf3_Nc3_e4_Bc4_Ng5,g6_Bg7_d6_Nf6_e5,0.817613991,NO_DEFENSE,ZUKERTORT OPENING,Equal,9018,0.75,1
9419,ZUKERTORT OPENING,TRUE,60,RESIGN,WHITE,BULLET,Nf3,d5,Nf3_Nc3_e3_Bd3_e4,d5_Nf6_c6_Nbd7_Nc5,0.96263911,DEFENSE,ZUKERTORT OPENING,Equal,9020,0.75,1
9420,SCANDINAVIAN DEFENSE,TRUE,31,MATE,WHITE,BULLET,e4,d5,e4_f3_fxe4_e5_Be2,d5_dxe4_Nf6_Bg4_Bxe2,0.995192308,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9021,0.75,1
9421,SCANDINAVIAN DEFENSE,TRUE,47,RESIGN,WHITE,BLITZ,e4,d5,e4_exd5_Nf3_Be2_O-O,d5_Qxd5_Qe5+_Qe6_Qg4,1.252449133,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9022,0.75,1
9424,SCANDINAVIAN DEFENSE,TRUE,78,MATE,BLACK,STANDARD,e4,d5,e4_Nc3_Nd5_Nf3_Bb5+,d5_d4_Nf6_Nxe4_c6,0.764934057,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9025,0.75,1
9425,SCANDINAVIAN DEFENSE,TRUE,65,RESIGN,WHITE,BLITZ,e4,d5,e4_exd5_Nc3_Be2_Nf3,d5_Qxd5_Qe5+_e6_Qf4,1.05372218,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9026,0.75,1
9428,PHILIDOR DEFENSE,FALSE,65,OUTOFTIME,WHITE,STANDARD,e4,e5,e4_Nf3_c4_d3_Bg5,e5_d6_Nf6_Bg4_Nc6,1.063075833,DEFENSE,PHILIDOR DEFENSE,Equal,9029,0.75,1
9429,VAN'T KRUIJS OPENING,TRUE,50,MATE,BLACK,STANDARD,e3,c5,e3_d4_Qxd4_Qh4_Qxd8+,c5_cxd4_Nc6_e6_Nxd8,0.866050808,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,9030,0.75,1
9430,FRENCH DEFENSE,FALSE,118,MATE,BLACK,BULLET,e4,e6,e4_Bb5_Ba4_exd5_d4,e6_Nc6_d5_exd5_Qe7+,1,DEFENSE,FRENCH DEFENSE,Equal,9031,0.75,1
9431,FRENCH DEFENSE,TRUE,67,RESIGN,WHITE,BLITZ,e4,e6,e4_d4_c4_cxd5_e5,e6_c6_d5_cxd5_Nc6,0.987330317,DEFENSE,FRENCH DEFENSE,Equal,9032,0.75,1
9432,NIMZOWITSCH DEFENSE ,TRUE,149,RESIGN,WHITE,BLITZ,e4,Nc6,e4_Nf3_exd5_Nc3_d4,Nc6_d5_Qxd5_Qa5_Bg4,1.198354662,DEFENSE,OTHER,Equal,9033,0.75,1
9434,SICILIAN DEFENSE,TRUE,45,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_d4_c3_Nxc3,c5_d6_cxd4_dxc3_g6,0.992727273,DEFENSE,SICILIAN DEFENSE,Equal,9035,0.75,1
9435,NIMZOWITSCH DEFENSE,TRUE,106,RESIGN,WHITE,BLITZ,e4,Nc6,e4_d4_d5_f4_fxe5,Nc6_e5_Nce7_Ng6_Qh4+,0.967213115,DEFENSE,NIMZOWITSCH DEFENSE,Equal,9036,0.75,1
9437,KING'S PAWN GAME,TRUE,59,MATE,WHITE,BULLET,e4,e5,e4_Qg4_Qf3_g4_Nh3,e5_d6_c6_Nf6_Be6,1.058,NO_DEFENSE,KING'S PAWN GAME,Equal,9038,0.75,1
9439,POLISH OPENING,FALSE,75,MATE,WHITE,BLITZ,b4,e5,b4_Bb2_e3_Nf3_Nc3,e5_d6_Be6_Nf6_Be7,1.06009245,DEFENSE,POLISH OPENING,Equal,9040,0.75,1
9442,ZUKERTORT OPENING,FALSE,49,RESIGN,WHITE,BLITZ,b4,d5,b4_Nf3_Ba3_Nc3_e4,d5_Qd6_b5_c6_d4,1,NO_DEFENSE,ZUKERTORT OPENING,Equal,9043,0.75,1
9443,SICILIAN DEFENSE,FALSE,41,MATE,WHITE,BLITZ,e4,c5,e4_d4_Nf3_Nxd4_c4,c5_cxd4_Nc6_d6_Nf6,1.149082569,DEFENSE,SICILIAN DEFENSE,Equal,9044,0.75,1
9444,CARO-KANN DEFENSE,FALSE,48,RESIGN,BLACK,STANDARD,e4,c6,e4_d4_exd5_Bf4_h3,c6_d5_cxd5_Nf6_Qb6,0.854271357,DEFENSE,CARO-KANN DEFENSE,Equal,9045,0.75,1
9445,SICILIAN DEFENSE,FALSE,50,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_d4_dxc5_Nc3,c5_d6_Nf6_Qa5+_Nxe4,0.862654321,DEFENSE,SICILIAN DEFENSE,Equal,9046,0.75,1
9447,POLISH OPENING,FALSE,85,RESIGN,WHITE,BLITZ,b4,c6,b4_Bb2_e3_c4_c5,c6_d5_Nf6_e6_a5,1.194618273,NO_DEFENSE,POLISH OPENING,Equal,9048,0.75,1
9449,ENGLISH OPENING,FALSE,41,RESIGN,WHITE,BLITZ,c4,Nf6,c4_Nf3_g3_d4_cxd5,Nf6_e6_d5_c5_Nxd5,1.056549336,NO_DEFENSE,ENGLISH OPENING,Equal,9050,0.75,1
9450,CZECH DEFENSE,FALSE,47,RESIGN,WHITE,BLITZ,e4,d6,e4_d4_Nc3_f3_Nge2,d6_Nf6_c6_Qc7_e5,1.068882175,DEFENSE,OTHER,Equal,9051,0.75,1
9455,QUEEN'S GAMBIT ACCEPTED,FALSE,14,RESIGN,WHITE,BLITZ,d4,d5,d4_c4_Qa4+_Qxc4_Qb5,d5_dxc4_Nc6_Be6_Qxd4,1.031709203,NO_DEFENSE,QUEEN'S GAMBIT ACCEPTED,Equal,9056,0.75,1
9456,ENGLISH OPENING,FALSE,24,OUTOFTIME,BLACK,BLITZ,c4,e5,c4_e4_Nf3_Bd3_Bxe4,e5_Nf6_Nxe4_Bc5_Qf6,0.995322732,NO_DEFENSE,ENGLISH OPENING,Equal,9057,0.75,1
9457,SICILIAN DEFENSE,TRUE,52,RESIGN,WHITE,STANDARD,e4,c5,e4_f4_Nf3_d3_Be2,c5_Nf6_Nxe4_Nf6_Nh5,1.28776435,DEFENSE,SICILIAN DEFENSE,Equal,9058,0.75,1
9458,ALEKHINE DEFENSE,TRUE,17,MATE,WHITE,STANDARD,e4,Nf6,e4_Nc3_exd5_Bc4_dxc3,Nf6_d5_Nxd5_Nxc3_Qd7,0.998666667,DEFENSE,ALEKHINE DEFENSE,Equal,9059,0.75,1
9460,DUTCH DEFENSE,TRUE,80,RESIGN,BLACK,BLITZ,d4,f5,d4_e4_Nc3_Bg5_Bxf6,f5_fxe4_Nf6_b6_exf6,0.879008746,DEFENSE,DUTCH DEFENSE,Equal,9061,0.75,1
9464,ELEPHANT GAMBIT,TRUE,93,OUTOFTIME,WHITE,BLITZ,e4,e5,e4_Nf3_Qe2_Qb5_Qxd5,e5_d5_Nc6_a6_Qxd5,1.035201149,NO_DEFENSE,ELEPHANT GAMBIT,Equal,9065,0.75,1
9467,SICILIAN DEFENSE,FALSE,50,RESIGN,BLACK,STANDARD,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_a6,1.073752711,DEFENSE,SICILIAN DEFENSE,Equal,9067,0.75,1
9468,ENGLISH OPENING,TRUE,129,RESIGN,WHITE,BLITZ,c4,e5,c4_e3_g3_Bg2_Ne2,e5_d6_g6_c6_Bg7,0.935376045,NO_DEFENSE,ENGLISH OPENING,Equal,9068,0.75,1
9471,FRENCH DEFENSE,TRUE,32,OUTOFTIME,BLACK,BLITZ,e4,e6,e4_Bc4_Bb3_Nf3_O-O,e6_d5_c5_Bd7_c4,0.81955836,DEFENSE,FRENCH DEFENSE,Equal,9071,0.75,1
9473,KING'S GAMBIT,FALSE,53,MATE,WHITE,BLITZ,e4,e5,e4_f4_Nf3_f5_Bc4,e5_d6_Be6_Bd7_f6,1.210410557,NO_DEFENSE,OTHER,Equal,9073,0.75,1
9475,FRENCH DEFENSE,FALSE,40,OUTOFTIME,BLACK,BLITZ,e4,e6,e4_d3_a4_dxe4_Kxd1,e6_d5_dxe4_Qxd1+_Nf6,0.908727515,DEFENSE,FRENCH DEFENSE,Equal,9075,0.75,1
9476,FRENCH DEFENSE,FALSE,28,OUTOFTIME,BLACK,BLITZ,e4,e6,e4_d3_c4_f3_Nc3,e6_c6_b6_a5_Bb4,1.265306122,DEFENSE,FRENCH DEFENSE,Equal,9076,0.75,1
9478,OWEN DEFENSE,TRUE,88,RESIGN,WHITE,BLITZ,e4,b6,e4_d4_d5_exf5_dxc6,b6_Bb7_f5_c5_Bxc6,1.15886416,DEFENSE,OWEN DEFENSE,Equal,9078,0.75,1
9479,TORRE ATTACK,TRUE,48,MATE,BLACK,BLITZ,Nf3,Nf6,Nf3_d4_Bg5_Bxf6_e4,Nf6_g6_Bg7_Bxf6_d6,0.783363256,NO_DEFENSE,OTHER,Equal,9079,0.75,1
9481,ENGLUND GAMBIT DECLINED ,TRUE,44,MATE,BLACK,BLITZ,e3,e5,e3_d4_exd4_c3_Na3,e5_exd4_d5_Nf6_Bxa3,0.868762816,NO_DEFENSE,OTHER,Equal,9081,0.75,1
9482,SCANDINAVIAN DEFENSE,TRUE,21,RESIGN,WHITE,BLITZ,e4,d5,e4_exd5_dxc6_Nf3_Nc3,d5_c6_bxc6_e6_Na6,0.921333333,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9082,0.75,1
9483,OWEN DEFENSE,TRUE,30,OUTOFTIME,BLACK,BLITZ,e4,b6,e4_Nc3_Bc4_d3_a3,b6_Bb7_e6_Nf6_d5,0.958074534,DEFENSE,OWEN DEFENSE,Equal,9083,0.75,1
9484,ENGLISH DEFENSE,TRUE,43,MATE,WHITE,BLITZ,d4,b6,d4_e4_Nc3_Be3_Ne2,b6_Bb7_e6_Bb4_Nf6,1.010760953,DEFENSE,ENGLISH DEFENSE,Equal,9084,0.75,1
9485,ENGLISH DEFENSE,TRUE,50,RESIGN,BLACK,BULLET,d4,b6,d4_Bg5_e3_Bf4_Be5,b6_Bb7_h6_Nf6_e6,0.872389791,DEFENSE,ENGLISH DEFENSE,Equal,9085,0.75,1
9486,ENGLISH OPENING,TRUE,61,MATE,WHITE,BLITZ,c4,b6,c4_d4_Nc3_c5_Nf3,b6_Bb7_e6_bxc5_Nf6,1.024502297,NO_DEFENSE,ENGLISH OPENING,Equal,9086,0.75,1
9487,MIESES OPENING,TRUE,77,RESIGN,WHITE,BLITZ,d3,e5,d3_c3_Qc2_g3_Bg2,e5_d5_Nc6_Bf5_Nf6,0.948387097,NO_DEFENSE,MIESES OPENING,Equal,9087,0.75,1
9491,SCANDINAVIAN DEFENSE,TRUE,22,RESIGN,WHITE,BLITZ,e4,d5,e4_exd5_Nf3_Bc4_O-O,d5_Nf6_Nxd5_g6_Bg7,0.935640887,DEFENSE,SCANDINAVIAN DEFENSE,Equal,9091,0.75,1
9492,BOGO-INDIAN DEFENSE,TRUE,93,RESIGN,BLACK,BLITZ,d4,Nf6,d4_c4_Nf3_Bd2_g3,Nf6_e6_Bb4+_a5_c5,0.95822589,DEFENSE,OTHER,Equal,9092,0.75,1
9493,ZUKERTORT OPENING,TRUE,63,RESIGN,WHITE,BLITZ,Nf3,e6,Nf3_d3_Nbd2_c3_Qc2,e6_d5_Nf6_c5_Nc6,0.989304813,NO_DEFENSE,ZUKERTORT OPENING,Equal,9093,0.75,1
9494,ST. GEORGE DEFENSE,TRUE,117,MATE,WHITE,STANDARD,e4,a6,e4_Nc3_f4_Nf3_Be2,a6_h6_e6_b5_Bb7,1.225065617,DEFENSE,OTHER,Equal,9094,0.75,1
9495,ENGLISH OPENING,TRUE,35,RESIGN,WHITE,STANDARD,c4,d5,c4_e3_Qf3_Nc3_Qg3,d5_Nf6_e5_Bg4_d4,0.903267136,DEFENSE,ENGLISH OPENING,Equal,9095,0.75,1
9496,BIRD OPENING,TRUE,47,RESIGN,WHITE,STANDARD,f4,d5,f4_d4_Nf3_e3_Bd3,d5_Nc6_f6_a6_Qd6,1.06031746,NO_DEFENSE,BIRD OPENING,Equal,9096,0.75,1
9497,FOUR KNIGHTS GAME,TRUE,30,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Nc3_d3_Bg5,e5_Nc6_Nf6_Nd4_Nxf3+,0.909402883,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,9097,0.75,1
9498,VIENNA GAME,TRUE,46,RESIGN,BLACK,BLITZ,e4,e5,e4_Bc4_Nc3_d4_bxc3,e5_Nf6_Bb4_Bxc3+_exd4,1.056227758,NO_DEFENSE,VIENNA GAME,Equal,9098,0.75,1
9499,RUY LOPEZ,TRUE,40,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bb5_Bxc6_Nxe5,e5_Nc6_Nf6_dxc6_Qe7,0.877634262,DEFENSE,RUY LOPEZ,Equal,9099,0.75,1
9500,MODERN DEFENSE,TRUE,156,MATE,BLACK,BLITZ,e4,g6,e4_Nf3_Nc3_Bc4_h3,g6_Bg7_d6_Bg4_Be6,0.865845311,DEFENSE,MODERN DEFENSE,Equal,9100,0.75,1
9501,ENGLISH OPENING,TRUE,47,MATE,WHITE,BLITZ,c4,e5,c4_Nc3_e3_Nge2_Ng3,e5_Nc6_Nf6_Bc5_d6,1.120955316,NO_DEFENSE,ENGLISH OPENING,Equal,9101,0.75,1
9504,SLAV DEFENSE,TRUE,44,MATE,BLACK,BLITZ,d4,d5,d4_c4_Nc3_Nf3_Bf4,d5_c6_Nf6_Na6_Nb4,1.17603912,DEFENSE,SLAV DEFENSE,Equal,9104,0.75,1
9506,QUEEN'S PAWN GAME,TRUE,25,MATE,WHITE,BLITZ,d4,d5,d4_h3_c3_Nf3_Rxb1,d5_Nc6_Bf5_Bxb1_Nf6,1.165750196,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,9106,0.75,1
9507,FOUR KNIGHTS GAME,TRUE,36,MATE,BLACK,STANDARD,e4,e5,e4_Nf3_Nc3_Bc4_Nxe4,e5_Nc6_Nf6_Nxe4_d5,0.773134328,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,9107,0.75,1
9508,ITALIAN GAME,TRUE,12,RESIGN,WHITE,STANDARD,e4,e5,e4_Bc4_Nf3_Ng5_Nxf7,e5_Nf6_Nc6_Qe7_Rg8,1.264750378,DEFENSE,ITALIAN GAME,Equal,9108,0.75,1
9509,SICILIAN DEFENSE,TRUE,100,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_Nc3_Bc4_d3,c5_Nc6_d6_e6_Na5,0.803433985,DEFENSE,SICILIAN DEFENSE,Equal,9109,0.75,1
9511,FRENCH DEFENSE,TRUE,37,RESIGN,BLACK,STANDARD,e4,e6,e4_Nf3_e5_Nc3_Ne4,e6_d5_c5_d4_f5,0.861573808,DEFENSE,FRENCH DEFENSE,Equal,9111,0.75,1
9513,ITALIAN GAME,FALSE,126,OUTOFTIME,BLACK,BLITZ,e4,e5,e4_Nf3_Nc3_Bc4_d3,e5_Nf6_Nc6_Bc5_d6,1.037108434,NO_DEFENSE,ITALIAN GAME,Equal,9113,0.75,1
9515,SLAV DEFENSE,FALSE,134,RESIGN,WHITE,BLITZ,d4,Nf6,d4_c4_Nc3_Nf3_e3,Nf6_c6_d5_a6_b5,0.888565891,DEFENSE,SLAV DEFENSE,Equal,9115,0.75,1
9522,FRENCH DEFENSE,FALSE,102,RESIGN,BLACK,BLITZ,e4,e6,e4_Nf3_exd5_d4_Be2,e6_d5_exd5_Nf6_Bd6,0.822124756,DEFENSE,FRENCH DEFENSE,Equal,9122,0.75,1
9524,POLISH OPENING,FALSE,102,RESIGN,WHITE,BLITZ,b4,c6,b4_e3_Bb2_a3_Qf3,c6_e6_Nf6_d5_Nbd7,0.926456984,NO_DEFENSE,POLISH OPENING,Equal,9124,0.75,1
9525,QUEEN'S PAWN GAME,FALSE,88,OUTOFTIME,BLACK,BLITZ,d4,Nf6,d4_Nf3_e3_c4_cxd5,Nf6_d5_g6_c6_cxd5,0.798054655,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,9125,0.75,1
9533,SICILIAN DEFENSE,TRUE,66,RESIGN,BLACK,BLITZ,e4,c5,e4_Nf3_c3_d4_d5,c5_Nc6_g6_d6_Ne5,1.041426928,DEFENSE,SICILIAN DEFENSE,Equal,9133,0.75,1
9534,SICILIAN DEFENSE,TRUE,85,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Bb5,c5_Nc6_cxd4_d6_Bd7,0.945175439,DEFENSE,SICILIAN DEFENSE,Equal,9134,0.75,1
9536,QUEEN'S PAWN GAME,TRUE,41,MATE,WHITE,BLITZ,d4,d5,d4_Nc3_Bf4_Nf3_a3,d5_e6_Nf6_Bb4_Ba5,0.996471418,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,9135,0.75,1
9537,CARO-KANN DEFENSE,TRUE,51,RESIGN,WHITE,BLITZ,e4,c6,e4_d4_Nc3_Nxe4_Ng3,c6_d5_dxe4_Bf5_Bg6,1.052272727,DEFENSE,CARO-KANN DEFENSE,Equal,9136,0.75,1
9538,KING'S INDIAN ,TRUE,65,RESIGN,WHITE,BLITZ,d4,Nf6,d4_c4_Nf3_Nc3_e4,Nf6_d6_g6_Bg7_Nbd7,1.174959872,NO_DEFENSE,OTHER,Equal,9137,0.75,1
9540,QUEEN'S PAWN,FALSE,41,RESIGN,BLACK,STANDARD,d4,c6,d4_Nf3_Nc3_h3_gxf3,c6_d5_Bg4_Bxf3_e6,1.191278494,NO_DEFENSE,QUEEN'S PAWN,Equal,9139,0.75,1
